output_number,phase,source,error_type,error_message,app,llm,dest_model
5,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:177:60: error: template argument 5 is invalid,heapify,gpt-5.3-codex,Legion
5,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:179:3: error: ‘RWAcc’ was not declared in this scope,heapify,gpt-5.3-codex,Legion
5,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:182:28: error: ‘acc’ was not declared in this scope,heapify,gpt-5.3-codex,Legion
5,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/heaps.cpp:150:36: error: ‘from_rect’ is not a member of ‘Legion::Domain’,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:173:36: error: ‘const class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:173:48: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:176:15: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:177:15: error: ‘Realm’ is not a member of ‘Legion’; did you mean ‘Realm’?,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:177:60: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:177:60: error: template argument 5 is invalid,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:179:3: error: ‘RWAcc’ was not declared in this scope,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/sift.hpp:182:28: error: ‘acc’ was not declared in this scope,heapify,gpt-5.3-codex,Legion
5,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg8mixsay/heaps.cpp:150:36: error: ‘from_rect’ is not a member of ‘Legion::Domain’,heapify,gpt-5.3-codex,Legion
18,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpkxlzt3o7/heaps.cpp:154:5: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
18,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpkxlzt3o7/heaps.cpp:154:15: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
18,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpkxlzt3o7/heaps.cpp:210:3: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
18,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpkxlzt3o7/heaps.cpp:210:13: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
18,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmph1d5rlmo/heaps.cpp:154:5: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
18,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmph1d5rlmo/heaps.cpp:154:15: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
18,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmph1d5rlmo/heaps.cpp:210:3: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
18,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmph1d5rlmo/heaps.cpp:210:13: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
11,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpb5pm8626/heaps.cpp:171:25: error: ‘class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
11,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpb5pm8626/heaps.cpp:171:37: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
11,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpb5pm8626/heaps.cpp:287:27: error: ‘class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
11,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpb5pm8626/heaps.cpp:287:39: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
11,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpb5pm8626/heaps.cpp:312:27: error: ‘class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
11,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpb5pm8626/heaps.cpp:312:39: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
11,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp90n4ccfr/heaps.cpp:171:25: error: ‘class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
11,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp90n4ccfr/heaps.cpp:171:37: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
11,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp90n4ccfr/heaps.cpp:287:27: error: ‘class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
11,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp90n4ccfr/heaps.cpp:287:39: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
11,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp90n4ccfr/heaps.cpp:312:27: error: ‘class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
11,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp90n4ccfr/heaps.cpp:312:39: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
